Nr,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude
603,Clearco,Toronto,other,Ontario,Canada,North America,125.0,2022-07-29,25.0,500.0,375.0,Finance,Series C,681.0,2022,43.6534817,-79.3839347
604,Quantcast,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,2022-07-29,6.0,667.0,627.0,Marketing,Series C,65.0,2022,37.7792588,-122.4193286
605,Metigy,Sydney,other,New South Wales,Australia,Oceana,75.0,2022-07-31,100.0,75.0,0.0,Marketing,Series B,18.0,2022,-33.8698439,151.2082848
606,Vee,Tel Aviv,other,non,Israel,Asia,16.0,2022-07-31,32.0,50.0,34.0,HR,Seed,15.0,2022,32.0852997,34.7818064
607,Hash,Sao Paulo,other,State of São Paulo,Brazil,South America,58.0,2022-08-01,50.0,116.0,58.0,Finance,Series C,58.0,2022,-23.5506507,-46.6333824
608,Glossier,New York City,other,New York,USA,North America,19.0,2022-08-02,8.0,238.0,219.0,Retail,Series E,266.0,2022,40.7127281,-74.0060152
609,Latch,New York City,other,New York,USA,North America,115.0,2022-08-02,37.0,311.0,196.0,Security,Post-IPO,342.0,2022,40.7127281,-74.0060152
610,Nylas,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,2022-08-02,25.0,320.0,240.0,Product,Series C,175.0,2022,37.7792588,-122.4193286
611,Outreach,Seattle,Cascadia,Washington,USA,North America,60.0,2022-08-02,5.0,1200.0,1140.0,Sales,Series G,489.0,2022,47.6038321,-122.330062
612,Robinhood,Menlo Park,San Francisco Bay Area,California,USA,North America,713.0,2022-08-02,23.0,3100.0,2387.0,Finance,Post-IPO,5600.0,2022,37.4519671,-122.177992
613,Sendy,Nairobi,other,non,Kenya,Africa,54.0,2022-08-02,20.0,270.0,216.0,Logistics,Series B,26.0,2022,-1.2832533,36.8172449
614,Sendy,Nairobi,other,non,Kenya,Africa,30.0,2022-08-02,10.0,300.0,270.0,Logistics,Series B,26.0,2022,-1.2832533,36.8172449
615,Stedi,Boulder,other,Colorado,USA,North America,23.0,2022-08-02,30.0,77.0,54.0,Product,Series B,75.0,2022,40.0149856,-105.270545
616,Beyond Meat,Los Angeles,other,California,USA,North America,40.0,2022-08-03,4.0,1000.0,960.0,Food,Post-IPO,122.0,2022,34.0536909,-118.242766
617,Unbounce,Vancouver,Cascadia,British Columbia,Canada,North America,47.0,2022-08-03,20.0,235.0,188.0,Marketing,Series A,39.0,2022,49.2608724,-123.113952
618,10X Genomics,Pleasanton,San Francisco Bay Area,California,USA,North America,100.0,2022-08-04,8.0,1250.0,1150.0,Healthcare,Post-IPO,242.0,2022,37.6624312,-121.8746789
619,Doma,Huntington Beach,other,California,USA,North America,250.0,2022-08-04,13.0,1923.0,1673.0,Finance,Post-IPO,679.0,2022,33.6783336,-118.000016
620,Jam City,Los Angeles,other,California,USA,North America,200.0,2022-08-04,17.0,1176.0,976.0,Consumer,Unknown,652.0,2022,34.0536909,-118.242766
621,LEAD,Mumbai,other,Maharashtra,India,Asia,80.0,2022-08-04,4.0,2000.0,1920.0,Education,Series E,166.0,2022,19.0785451,72.878176
622,On Deck,San Francisco,San Francisco Bay Area,California,USA,North America,73.0,2022-08-04,33.0,221.0,148.0,Education,Series A,20.0,2022,37.7792588,-122.4193286
623,RenoRun,Montreal,other,Quebec,Canada,North America,70.0,2022-08-04,12.0,583.0,513.0,Construction,Series B,163.0,2022,45.5031824,-73.5698065
624,iRobot,Boston,other,Massachusetts,USA,North America,140.0,2022-08-05,10.0,1400.0,1260.0,Consumer,Acquired,30.0,2022,42.3554334,-71.060511
625,Mejuri,Toronto,other,Ontario,Canada,North America,50.0,2022-08-05,10.0,500.0,450.0,Retail,Series B,28.0,2022,43.6534817,-79.3839347
626,Uberflip,Toronto,other,Ontario,Canada,North America,31.0,2022-08-05,17.0,182.0,151.0,Marketing,Series A,42.0,2022,43.6534817,-79.3839347
627,Groupon,Chicago,other,Illinois,USA,North America,500.0,2022-08-08,15.0,3333.0,2833.0,Retail,Post-IPO,,2022,41.8755616,-87.6244212
628,Loggi,Sao Paulo,other,State of São Paulo,Brazil,South America,500.0,2022-08-08,15.0,3333.0,2833.0,Logistics,Series F,507.0,2022,-23.5506507,-46.6333824
629,Perion,Tel Aviv,other,non,Israel,Asia,20.0,2022-08-08,5.0,400.0,380.0,Marketing,Post-IPO,76.0,2022,32.0852997,34.7818064
630,GoHealth,Chicago,other,Illinois,USA,North America,800.0,2022-08-09,20.0,4000.0,3200.0,Healthcare,Post-IPO,75.0,2022,41.8755616,-87.6244212
631,Hootsuite,Vancouver,Cascadia,British Columbia,Canada,North America,400.0,2022-08-09,30.0,1333.0,933.0,Marketing,Series C,300.0,2022,49.2608724,-123.113952
632,Linktree,Melbourne,other,Victoria,Australia,Oceana,50.0,2022-08-09,17.0,294.0,244.0,Consumer,Unknown,165.0,2022,-37.8142454,144.9631732
633,MadeiraMadeira,Curitiba,other,State of Paraná,Brazil,South America,60.0,2022-08-09,3.0,2000.0,1940.0,Retail,Series E,338.0,2022,-25.4295963,-49.2712724
634,Nutanix,San Jose,San Francisco Bay Area,California,USA,North America,270.0,2022-08-09,4.0,6750.0,6480.0,Infrastructure,Post-IPO,1100.0,2022,37.3361663,-121.890591
635,Quanterix,Boston,other,Massachusetts,USA,North America,130.0,2022-08-09,25.0,520.0,390.0,Healthcare,Post-IPO,533.0,2022,42.3554334,-71.060511
636,Shogun,Walnut,San Francisco Bay Area,California,USA,North America,48.0,2022-08-09,30.0,160.0,112.0,Retail,Series C,114.0,2022,37.910076,-122.065186
637,Permutive,London,other,England,UK,Europe,30.0,2022-08-10,12.0,250.0,220.0,Marketing,Series C,105.0,2022,51.4893335,-0.144055085
638,Trybe,Sao Paulo,other,State of São Paulo,Brazil,South America,47.0,2022-08-10,10.0,470.0,423.0,Education,Series B,40.0,2022,-23.5506507,-46.6333824
639,Calm,San Francisco,San Francisco Bay Area,California,USA,North America,90.0,2022-08-11,20.0,450.0,360.0,Healthcare,Series C,218.0,2022,37.7792588,-122.4193286
640,FourKites,Chicago,other,Illinois,USA,North America,60.0,2022-08-11,8.0,750.0,690.0,Logistics,Series D,201.0,2022,41.8755616,-87.6244212
641,Marketforce,Nairobi,other,non,Kenya,Africa,54.0,2022-08-11,9.0,600.0,546.0,Retail,Series A,42.0,2022,-1.2832533,36.8172449
642,Truepill,Hayward,San Francisco Bay Area,California,USA,North America,175.0,2022-08-11,33.0,530.0,355.0,Healthcare,Series D,255.0,2022,37.6688205,-122.080796
643,Peloton,New York City,other,New York,USA,North America,784.0,2022-08-12,13.0,6031.0,5247.0,Fitness,Post-IPO,1900.0,2022,40.7127281,-74.0060152
644,Blend,San Francisco,San Francisco Bay Area,California,USA,North America,220.0,2022-08-15,12.0,1833.0,1613.0,Finance,Post-IPO,665.0,2022,37.7792588,-122.4193286
645,ContraFect,New York City,other,New York,USA,North America,16.0,2022-08-15,37.0,43.0,27.0,Healthcare,Post-IPO,380.0,2022,40.7127281,-74.0060152
646,Sema4,Stamford,other,Connecticut,USA,North America,250.0,2022-08-15,13.0,1923.0,1673.0,Healthcare,Post-IPO,791.0,2022,41.0534302,-73.5387341
647,AlayaCare,Montreal,other,Quebec,Canada,North America,80.0,2022-08-16,14.0,571.0,491.0,Healthcare,Series D,293.0,2022,45.5031824,-73.5698065
648,Pliops,Tel Aviv,other,non,Israel,Asia,12.0,2022-08-16,9.0,133.0,121.0,Data,Series D,205.0,2022,32.0852997,34.7818064
649,Woven,Indianapolis,other,Indiana,USA,North America,5.0,2022-08-16,15.0,33.0,28.0,HR,Series A,11.0,2022,39.7683331,-86.1583502
650,Malwarebytes,Santa Clara,San Francisco Bay Area,California,USA,North America,125.0,2022-08-17,14.0,893.0,768.0,Security,Series B,80.0,2022,37.354107,-121.955238
651,New Relic,San Francisco,San Francisco Bay Area,California,USA,North America,110.0,2022-08-18,5.0,2200.0,2090.0,Infrastructure,Post-IPO,214.0,2022,37.7792588,-122.4193286
652,Wheel,Austin,other,Texas,USA,North America,35.0,2022-08-18,17.0,206.0,171.0,Healthcare,Series C,215.0,2022,30.2711286,-97.7436995
653,Wayfair,Boston,other,Massachusetts,USA,North America,870.0,2022-08-19,5.0,17400.0,16530.0,Retail,Post-IPO,,2022,42.3554334,-71.060511
654,Amperity,Seattle,Cascadia,Washington,USA,North America,13.0,2022-08-20,3.0,433.0,420.0,Marketing,Series D,187.0,2022,47.6038321,-122.330062
655,NSO,Tel Aviv,other,non,Israel,Asia,100.0,2022-08-21,14.0,714.0,614.0,Security,Seed,1.0,2022,32.0852997,34.7818064
656,Tufin,Boston,other,Massachusetts,USA,North America,55.0,2022-08-21,10.0,550.0,495.0,Security,Acquired,21.0,2022,42.3554334,-71.060511
657,DataRobot,Boston,other,Massachusetts,USA,North America,242.0,2022-08-23,26.0,930.0,688.0,Data,Series G,1000.0,2022,42.3554334,-71.060511
658,Packable,New York City,other,New York,USA,North America,138.0,2022-08-23,20.0,690.0,552.0,Retail,Unknown,472.0,2022,40.7127281,-74.0060152
659,Plato,San Francisco,San Francisco Bay Area,California,USA,North America,29.0,2022-08-23,50.0,58.0,29.0,HR,Seed,3.0,2022,37.7792588,-122.4193286
660,Q4,Toronto,other,Ontario,Canada,North America,50.0,2022-08-23,8.0,625.0,575.0,Other,Series C,91.0,2022,43.6534817,-79.3839347
661,Skedulo,San Francisco,San Francisco Bay Area,California,USA,North America,31.0,2022-08-23,8.0,388.0,357.0,HR,Series C,114.0,2022,37.7792588,-122.4193286
662,Tier Mobility,Berlin,other,Berlin,Germany,Europe,180.0,2022-08-23,16.0,1125.0,945.0,Transportation,Series D,646.0,2022,52.5170365,13.3888599
663,Loop,Austin,other,Texas,USA,North America,15.0,2022-08-24,20.0,75.0,60.0,Finance,Series A,24.0,2022,30.2711286,-97.7436995
664,Reali,San Mateo,San Francisco Bay Area,California,USA,North America,140.0,2022-08-24,100.0,140.0,0.0,Real Estate,Series B,117.0,2022,37.496904,-122.3330573
665,Argyle,New York City,other,New York,USA,North America,20.0,2022-08-26,7.0,286.0,266.0,Finance,Series B,78.0,2022,40.7127281,-74.0060152
666,54gene,Washington DC,other,District of Columbia,USA,North America,95.0,2022-08-29,30.0,317.0,222.0,Healthcare,Series B,44.0,2022,38.8950368,-77.0365427
667,Immersive Labs,Bristol,other,England,UK,Europe,38.0,2022-08-30,10.0,380.0,342.0,Security,Series C,123.0,2022,51.4538022,-2.5972985
668,Apartment List,San Francisco,San Francisco Bay Area,California,USA,North America,29.0,2022-08-31,10.0,290.0,261.0,Real Estate,Series D,169.0,2022,37.7792588,-122.4193286
669,GoodRx,Los Angeles,other,California,USA,North America,140.0,2022-08-31,16.0,875.0,735.0,Healthcare,Post-IPO,910.0,2022,34.0536909,-118.242766
670,Hippo Insurance,Palo Alto,San Francisco Bay Area,California,USA,North America,70.0,2022-08-31,10.0,700.0,630.0,Finance,Post-IPO,1300.0,2022,37.4443293,-122.1598465
671,Smava,Berlin,other,Berlin,Germany,Europe,100.0,2022-08-31,10.0,1000.0,900.0,Finance,Unknown,188.0,2022,52.5170365,13.3888599
672,Snap,Los Angeles,other,California,USA,North America,1280.0,2022-08-31,20.0,6400.0,5120.0,Consumer,Post-IPO,4900.0,2022,34.0536909,-118.242766
673,TCR2,Boston,other,Massachusetts,USA,North America,30.0,2022-08-31,20.0,150.0,120.0,Healthcare,Post-IPO,173.0,2022,42.3554334,-71.060511
674,2TM,Sao Paulo,other,State of São Paulo,Brazil,South America,100.0,2022-09-01,15.0,667.0,567.0,Crypto,Unknown,250.0,2022,-23.5506507,-46.6333824
675,Innovaccer,San Francisco,San Francisco Bay Area,California,USA,North America,90.0,2022-09-01,8.0,1125.0,1035.0,Healthcare,Series E,379.0,2022,37.7792588,-122.4193286
676,Urban Sports Club,Berlin,other,Berlin,Germany,Europe,55.0,2022-09-01,15.0,367.0,312.0,Fitness,Unknown,95.0,2022,52.5170365,13.3888599
677,Kuda,Lagos,other,non,Nigeria,Africa,23.0,2022-09-02,5.0,460.0,437.0,Finance,Series B,91.0,2022,6.4550575,3.3941795
678,Brave Care,Portland,Cascadia,Oregon,USA,North America,40.0,2022-09-06,33.0,121.0,81.0,Healthcare,Series B,42.0,2022,45.5202471,-122.674194
679,Lawgeex,Tel Aviv,other,non,Israel,Asia,30.0,2022-09-06,33.0,91.0,61.0,Legal,Series C,41.0,2022,32.0852997,34.7818064
680,Demandbase,San Francisco,San Francisco Bay Area,California,USA,North America,27.0,2022-09-07,3.0,900.0,873.0,Sales,Series H,143.0,2022,37.7792588,-122.4193286
681,Intercom,San Francisco,San Francisco Bay Area,California,USA,North America,49.0,2022-09-07,5.0,980.0,931.0,Support,Series D,240.0,2022,37.7792588,-122.4193286
682,Pendo,Raleigh,other,North Carolina,USA,North America,45.0,2022-09-07,5.0,900.0,855.0,Product,Series F,469.0,2022,35.7803977,-78.6390989
683,Simple Feast,Copenhagen,other,non,Denmark,Europe,150.0,2022-09-07,100.0,150.0,0.0,Food,Unknown,173.0,2022,55.6867243,12.5700724
684,Pomelo Fashion,Bangkok,other,non,Thailand,Asia,55.0,2022-09-08,8.0,688.0,633.0,Retail,Unknown,120.0,2022,13.7524938,100.4935089
685,Compete,Tel Aviv,other,non,Israel,Asia,11.0,2022-09-12,28.0,39.0,28.0,HR,Series A,17.0,2022,32.0852997,34.7818064
686,Checkout.com,London,other,England,UK,Europe,100.0,2022-09-13,5.0,2000.0,1900.0,Finance,Series D,1800.0,2022,51.4893335,-0.144055085
687,Patreon,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,2022-09-13,17.0,471.0,391.0,Media,Series F,413.0,2022,37.7792588,-122.4193286
688,Rubius,Boston,other,Massachusetts,USA,North America,160.0,2022-09-13,75.0,213.0,53.0,Healthcare,Post-IPO,445.0,2022,42.3554334,-71.060511
689,Taboola,New York City,other,New York,USA,North America,100.0,2022-09-13,6.0,1667.0,1567.0,Marketing,Post-IPO,445.0,2022,40.7127281,-74.0060152
690,Infarm,Berlin,other,Berlin,Germany,Europe,50.0,2022-09-14,5.0,1000.0,950.0,Other,Series D,604.0,2022,52.5170365,13.3888599
691,Pitch,Berlin,other,Berlin,Germany,Europe,59.0,2022-09-14,30.0,197.0,138.0,Marketing,Series B,137.0,2022,52.5170365,13.3888599
692,Twilio,San Francisco,San Francisco Bay Area,California,USA,North America,800.0,2022-09-14,11.0,7273.0,6473.0,Other,Post-IPO,614.0,2022,37.7792588,-122.4193286
693,Acast,Stockholm,other,non,Sweden,Europe,70.0,2022-09-15,15.0,467.0,397.0,Media,Post-IPO,126.0,2024,59.3251172,18.0710935
694,LivePerson,New York City,other,New York,USA,North America,193.0,2022-09-15,11.0,1755.0,1562.0,Support,Post-IPO,42.0,2022,40.7127281,-74.0060152
695,WorkRamp,San Carlos,San Francisco Bay Area,California,USA,North America,35.0,2022-09-15,20.0,175.0,140.0,HR,Series C,67.0,2022,37.504936,-122.261823
696,Clear,Bengaluru,other,Karnataka,India,Asia,190.0,2022-09-16,20.0,950.0,760.0,Finance,Series C,140.0,2022,12.98815675,77.62260004
697,TrueLayer,London,other,England,UK,Europe,40.0,2022-09-16,10.0,400.0,360.0,Finance,Series E,271.0,2022,51.4893335,-0.144055085
698,Vesalius Therapeutics,Boston,other,Massachusetts,USA,North America,29.0,2022-09-19,43.0,67.0,38.0,Healthcare,Series B,75.0,2022,42.3554334,-71.060511
699,99,Sao Paulo,other,State of São Paulo,Brazil,South America,75.0,2022-09-20,2.0,3750.0,3675.0,Transportation,Acquired,244.0,2024,-23.5506507,-46.6333824
700,Ada,Toronto,other,Ontario,Canada,North America,78.0,2022-09-20,16.0,488.0,410.0,Support,Series C,190.0,2024,43.6534817,-79.3839347
701,Compass,New York City,other,New York,USA,North America,271.0,2022-09-20,6.7,4050.0,3779.0,Real Estate,Post-IPO,1600.0,2022,40.7127281,-74.0060152
702,Kitty Hawk,Palo Alto,San Francisco Bay Area,California,USA,North America,100.0,2022-09-21,100.0,100.0,0.0,Aerospace,Unknown,1.0,2022,37.4443293,-122.1598465
703,NYDIG,New York City,other,New York,USA,North America,110.0,2022-09-22,33.0,333.0,223.0,Crypto,Private Equity,1400.0,2022,40.7127281,-74.0060152
704,Foxtrot,Chicago,other,Illinois,USA,North America,26.0,2022-09-23,4.0,650.0,624.0,Food,Series C,166.0,2022,41.8755616,-87.6244212
705,Moss,Berlin,other,Berlin,Germany,Europe,70.0,2022-09-23,15.0,467.0,397.0,Finance,Series B,150.0,2022,52.5170365,13.3888599
706,Truiloo,Vancouver,Cascadia,British Columbia,Canada,North America,24.0,2022-09-23,5.0,480.0,456.0,Security,Series D,474.0,2022,49.2608724,-123.113952
707,Divvy Homes,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,2022-09-27,12.0,333.0,293.0,Real Estate,Series B,180.0,2022,37.7792588,-122.4193286
708,DocuSign,San Francisco,San Francisco Bay Area,California,USA,North America,671.0,2022-09-28,9.0,7456.0,6785.0,Sales,Post-IPO,536.0,2022,37.7792588,-122.4193286
709,Mux,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,2022-09-29,20.0,200.0,160.0,Infrastructure,Series D,173.0,2022,37.7792588,-122.4193286
710,Spin,San Francisco,San Francisco Bay Area,California,USA,North America,78.0,2022-09-30,10.0,780.0,702.0,Transportation,Acquired,8.0,2022,37.7792588,-122.4193286
711,8x8,Campbell,San Francisco Bay Area,California,USA,North America,200.0,2022-10-04,9.0,2222.0,2022.0,Support,Post-IPO,253.0,2022,37.287167,-121.949959
712,Homie,Salt Lake City,other,Utah,USA,North America,40.0,2022-10-04,13.0,308.0,268.0,Real Estate,Series B,35.0,2022,40.7596198,-111.886797
713,Zoomo,Sydney,other,New South Wales,Australia,Oceana,65.0,2022-10-04,16.0,406.0,341.0,Transportation,Series B,105.0,2022,-33.8698439,151.2082848
714,Built In,Chicago,other,Illinois,USA,North America,50.0,2022-10-05,25.0,200.0,150.0,HR,Series C,29.0,2022,41.8755616,-87.6244212
715,Crypto.com,Singapore,other,non,Singapore,Asia,2000.0,2022-10-06,30.0,6667.0,4667.0,Crypto,Unknown,156.0,2022,1.2899175,103.8519072
716,Impossible Foods,Redwood City,San Francisco Bay Area,California,USA,North America,50.0,2022-10-06,6.0,833.0,783.0,Food,Series H,1900.0,2022,37.4863239,-122.232523
717,Peloton,New York City,other,New York,USA,North America,500.0,2022-10-06,12.0,4167.0,3667.0,Fitness,Post-IPO,1900.0,2022,40.7127281,-74.0060152
718,BioMarin,San Rafael,San Francisco Bay Area,California,USA,North America,120.0,2022-10-07,4.0,3000.0,2880.0,Healthcare,Post-IPO,585.0,2022,37.9747795,-122.5316686
719,Momentive,San Mateo,San Francisco Bay Area,California,USA,North America,180.0,2022-10-10,11.0,1636.0,1456.0,Marketing,Post-IPO,1100.0,2022,37.496904,-122.3330573
720,Pavilion Data,San Jose,San Francisco Bay Area,California,USA,North America,96.0,2022-10-10,96.0,100.0,4.0,Infrastructure,Series D,103.0,2022,37.3361663,-121.890591
721,Redesign Health,New York City,other,New York,USA,North America,67.0,2022-10-10,20.0,335.0,268.0,Healthcare,Series C,315.0,2022,40.7127281,-74.0060152
722,Brex,San Francisco,San Francisco Bay Area,California,USA,North America,136.0,2022-10-11,11.0,1236.0,1100.0,Finance,Series D,1500.0,2022,37.7792588,-122.4193286
723,Linkfire,Copenhagen,other,non,Denmark,Europe,35.0,2022-10-11,35.0,100.0,65.0,Marketing,Seed,2.0,2022,55.6867243,12.5700724
724,Noom,New York City,other,New York,USA,North America,500.0,2022-10-11,10.0,5000.0,4500.0,Healthcare,Series F,657.0,2022,40.7127281,-74.0060152
725,Pacaso,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,2022-10-11,30.0,333.0,233.0,Real Estate,Series C,217.0,2022,37.7792588,-122.4193286
726,Udacity,Mountain View,San Francisco Bay Area,California,USA,North America,55.0,2022-10-11,13.0,423.0,368.0,Education,Unknown,235.0,2022,37.3893889,-122.0832101
727,6sense,San Francisco,San Francisco Bay Area,California,USA,North America,150.0,2022-10-12,10.0,1500.0,1350.0,Sales,Series E,426.0,2022,37.7792588,-122.4193286
728,Byju's,Bengaluru,other,Karnataka,India,Asia,2500.0,2022-10-12,5.0,50000.0,47500.0,Education,Private Equity,,2022,12.98815675,77.62260004
729,FrontRow,Bengaluru,other,Karnataka,India,Asia,130.0,2022-10-12,75.0,173.0,43.0,Education,Series A,17.0,2022,12.98815675,77.62260004
730,Playdots,New York City,other,New York,USA,North America,65.0,2022-10-13,100.0,65.0,0.0,Consumer,Acquired,10.0,2022,40.7127281,-74.0060152
731,Beyond Meat,Los Angeles,other,California,USA,North America,200.0,2022-10-14,19.0,1053.0,853.0,Food,Post-IPO,122.0,2022,34.0536909,-118.242766
732,Flipboard,Palo Alto,San Francisco Bay Area,California,USA,North America,24.0,2022-10-16,21.0,114.0,90.0,Media,Unknown,235.0,2022,37.4443293,-122.1598465
733,Faire,San Francisco,San Francisco Bay Area,California,USA,North America,84.0,2022-10-18,7.0,1200.0,1116.0,Retail,Series G,1700.0,2022,37.7792588,-122.4193286
734,Leafly,Seattle,Cascadia,Washington,USA,North America,56.0,2022-10-18,21.0,267.0,211.0,Retail,Post-IPO,71.0,2022,47.6038321,-122.330062
735,AtoB,San Francisco,San Francisco Bay Area,California,USA,North America,32.0,2022-10-19,30.0,107.0,75.0,Finance,Series B,177.0,2022,37.7792588,-122.4193286
736,Gopuff,Philadelphia,other,Pennsylvania,USA,North America,250.0,2022-10-19,1.9,13500.0,13250.0,Food,Series H,3400.0,2022,39.9527237,-75.1635262
737,InfoSum,London,other,England,UK,Europe,20.0,2022-10-19,12.0,167.0,147.0,Security,Series B,88.0,2022,51.4893335,-0.144055085
738,Hotmart,Belo Horizonte,other,State of Minas Gerais,Brazil,South America,227.0,2022-10-20,12.0,1892.0,1665.0,Marketing,Series C,127.0,2022,-19.9227318,-43.9450948
